Date,Prev_Close,Open,High,Low,Close,VWAP,Volume,Turnover,Deliverable_Volume,Perc_Deliverable,Year_N
17-01-2007,1324.1,1329.9,1335,1300,1304.65,1316.47,658457,8.67E+13,302861,0.46,4
18-01-2007,1304.65,1305,1325.95,1305,1315.45,1317.73,679954,8.96E+13,319531,0.4699,4
19-01-2007,1315.45,1315.45,1326.5,1292.15,1298.15,1305.29,720514,9.40E+13,429878,0.5966,4
22-01-2007,1298.15,1300.1,1322.4,1290.05,1313.45,1309.07,795239,1.04E+14,449081,0.5647,4
23-01-2007,1313.45,1313.1,1313.95,1300,1302.7,1306.7,781038,1.02E+14,513790,0.6578,4
24-01-2007,1302.7,1311.5,1314,1298.15,1307.15,1306.39,588787,7.69E+13,364168,0.6185,4
25-01-2007,1307.15,1325,1369,1302.9,1315.45,1314.35,1388494,1.82E+14,1120845,0.8072,4
29-01-2007,1315.45,1315,1315,1291,1297.75,1303.04,745581,9.72E+13,386607,0.5185,4
31-01-2007,1297.75,1297.1,1313.9,1272,1277.9,1289.06,1216482,1.57E+14,673449,0.5536,4
01-02-2007,1277.9,1289.95,1295,1275,1292.05,1288.29,464976,5.99E+13,260556,0.5604,4
02-02-2007,1292.05,1299,1307,1295.05,1300.5,1302.24,1068654,1.39E+14,811413,0.7593,4
05-02-2007,1300.5,1305,1313.9,1294,1305.8,1306.23,752684,9.83E+13,497917,0.6615,4
06-02-2007,1305.8,1313,1313.9,1290.05,1298.4,1299.96,852991,1.11E+14,604983,0.7092,4
07-02-2007,1298.4,1300,1312.4,1295.2,1306.3,1302.18,649996,8.46E+13,414401,0.6375,4
08-02-2007,1306.3,1311.4,1314.9,1297.35,1304.5,1306,662506,8.65E+13,372966,0.563,4
09-02-2007,1304.5,1309.4,1317.45,1283.15,1287.4,1292.39,498340,6.44E+13,246922,0.4955,4
12-02-2007,1287.4,1250,1298.7,1250,1255.8,1265.6,446597,5.65E+13,232237,0.52,4
13-02-2007,1255.8,1256,1284.9,1235,1252.9,1263.2,1032588,1.30E+14,537877,0.5209,4
14-02-2007,1252.9,1253,1267,1240,1260.75,1254.99,784469,9.85E+13,473444,0.6035,4
15-02-2007,1260.75,1265,1300,1225.1,1292.25,1285.17,918389,1.18E+14,550599,0.5995,4
19-02-2007,1292.25,1301.4,1318.7,1295.2,1309.8,1308.96,1184674,1.55E+14,749907,0.633,4
20-02-2007,1309.8,1313.9,1323.8,1295,1299.55,1312.42,1350037,1.77E+14,878953,0.6511,4
21-02-2007,1299.55,1300,1311.75,1280,1283.85,1297.63,984547,1.28E+14,637943,0.648,4
22-02-2007,1283.85,1300,1312.4,1286,1294.3,1299.1,1734778,2.25E+14,1134374,0.6539,4
23-02-2007,1294.3,1295,1299.5,1273,1277.35,1282.61,791922,1.02E+14,451418,0.57,4
26-02-2007,1277.35,1272,1293.85,1232.5,1286.1,1269.7,1169421,1.48E+14,701471,0.5998,4
27-02-2007,1286.1,1254,1294.2,1254,1264.15,1279.24,1177492,1.51E+14,785861,0.6674,4
28-02-2007,1264.15,1233,1244.95,1172,1193.4,1211.62,2336989,2.83E+14,1280471,0.5479,4
01-03-2007,1193.4,1200,1268,1190.4,1254.65,1236.06,1964641,2.43E+14,1235047,0.6286,4
02-03-2007,1254.65,1254.8,1260,1201,1208.55,1235.64,1327938,1.64E+14,820196,0.6176,4
05-03-2007,1208.55,1190,1199,1150,1155.55,1159.9,1280220,1.48E+14,710126,0.5547,4
06-03-2007,1155.55,1210,1335,1161.1,1197.25,1191.37,905980,1.08E+14,432953,0.4779,4
07-03-2007,1197.25,1202,1224.7,1157.4,1191.8,1183.6,1110158,1.31E+14,574381,0.5174,4
08-03-2007,1191.8,1190,1229.7,1190,1218.4,1214.14,568747,6.91E+13,279846,0.492,4
09-03-2007,1218.4,1228.3,1233,1198,1212.15,1210.46,808037,9.78E+13,491094,0.6078,4
12-03-2007,1212.15,1224.7,1253.7,1211,1235,1241.26,909234,1.13E+14,530882,0.5839,4
13-03-2007,1235,1225.5,1268.9,1200.1,1265.4,1252.79,508022,6.36E+13,226288,0.4454,4
14-03-2007,1265.4,1225,1241.9,1205,1213.55,1227.4,956237,1.17E+14,522084,0.546,4
15-03-2007,1213.55,1230,1251,1228,1234.3,1240.48,955822,1.19E+14,657346,0.6877,4
16-03-2007,1234.3,1241.4,1257.85,1215.15,1237.65,1239.23,1056071,1.31E+14,808852,0.7659,4
19-03-2007,1237.65,1216.3,1264.75,1201.8,1260.9,1254.71,303424,3.81E+13,129642,0.4273,4
20-03-2007,1260.9,1260,1276.5,1248,1253,1264.27,693898,8.77E+13,373684,0.5385,4
21-03-2007,1253,1261,1269.4,1240,1267,1253.71,492509,6.17E+13,224520,0.4559,4
22-03-2007,1267,1277,1307,1277,1303.05,1299.46,1031398,1.34E+14,668403,0.6481,4
23-03-2007,1303.05,1312,1320,1280,1288.2,1300.97,1316324,1.71E+14,870282,0.6611,4
26-03-2007,1288.2,1285,1298.7,1255.25,1261.35,1276.85,1524684,1.95E+14,999059,0.6553,4
28-03-2007,1261.35,1269.9,1269.9,1194.05,1201,1218.47,2204512,2.69E+14,1460588,0.6625,4
29-03-2007,1201,1188.95,1256.8,1188.95,1248.35,1234.49,2566656,3.17E+14,1710222,0.6663,4
30-03-2007,1248.35,1248.35,1254.8,1220.25,1233.85,1231.45,701764,8.64E+13,316829,0.4515,4
02-04-2007,1233.85,1210,1220,1185,1189.2,1201.5,968974,1.16E+14,595810,0.6149,4
03-04-2007,1189.2,1195,1216.8,1188,1202.65,1204.41,814213,9.81E+13,425036,0.522,4
04-04-2007,1202.65,1218,1224.7,1190.4,1198.4,1202.33,600624,7.22E+13,261965,0.4362,4
05-04-2007,1198.4,1199.45,1206,1186.1,1194.2,1199.71,633498,7.60E+13,344087,0.5432,4
09-04-2007,1194.2,1200.5,1226.75,1200.5,1217.2,1218.55,571131,6.96E+13,289096,0.5062,4
10-04-2007,1217.2,1217.2,1225,1195.35,1197.35,1204.88,870060,1.05E+14,551886,0.6343,4
11-04-2007,1197.35,1205.4,1209.45,1187,1190.55,1194.75,956584,1.14E+14,491572,0.5139,4
12-04-2007,1190.55,1188,1209,1172,1200.95,1194.84,923739,1.10E+14,527090,0.5706,4
13-04-2007,1200.95,1210,1268.4,1194,1262,1245.03,2444712,3.04E+14,1432448,0.5859,4
16-04-2007,1262,1284,1305.9,1270.25,1280.25,1284.91,2496555,3.21E+14,1452817,0.5819,4
17-04-2007,1280.25,1285.7,1315,1238,1250.25,1251.19,2616241,3.27E+14,1139198,0.4354,4
18-04-2007,1250.25,1254,1265,1241,1247.5,1254.75,713396,8.95E+13,334669,0.4691,4
19-04-2007,1247.5,1230,1248,1205.1,1242.9,1239.43,791163,9.81E+13,394869,0.4991,4
20-04-2007,1242.9,1252,1267.95,1250.1,1257.65,1259.85,717688,9.04E+13,422452,0.5886,4
23-04-2007,1257.65,1255,1269.8,1245,1247.8,1254.25,566306,7.10E+13,315427,0.557,4
24-04-2007,1247.8,1244,1262,1219,1224.85,1243.79,1730629,2.15E+14,1134276,0.6554,4
25-04-2007,1224.85,1225,1226.9,1208,1221.35,1210.75,5438101,6.58E+14,4926720,0.906,4
26-04-2007,1221.35,1227,1249.6,1220,1240.4,1234.26,1485439,1.83E+14,884392,0.5954,4
27-04-2007,1240.4,1235,1236.5,1217.25,1234.5,1228.85,1201321,1.48E+14,742346,0.6179,4
30-04-2007,1234.5,1241.05,1269.9,1205,1266,1260.14,972013,1.22E+14,544484,0.5602,4
03-05-2007,1266,1274.8,1294.8,1272.55,1290.2,1288.12,1660757,2.14E+14,1283116,0.7726,4
04-05-2007,1290.2,1299,1329.9,1269,1273.05,1286.77,1775300,2.28E+14,1393198,0.7848,4
07-05-2007,1273.05,1282,1284.9,1265.15,1272.9,1274.47,1388332,1.77E+14,1081524,0.779,4
08-05-2007,1272.9,1270,1280,1257.25,1266.55,1270.7,2047751,2.60E+14,1705948,0.8331,4
09-05-2007,1266.55,1300,1300,1225,1239.5,1240.22,1174957,1.46E+14,699901,0.5957,4
10-05-2007,1239.5,1245,1289.9,1226,1229.7,1236.85,761050,9.41E+13,399197,0.5245,4
11-05-2007,1229.7,1250,1259,1210,1252.55,1241.48,966914,1.20E+14,496613,0.5136,4
14-05-2007,1252.55,1278.5,1278.5,1246.1,1250.25,1256.22,315094,3.96E+13,115504,0.3666,4
15-05-2007,1250.25,1260,1260,1225,1238.05,1232.73,1050780,1.30E+14,665812,0.6336,4
16-05-2007,1238.05,1265,1265,1210.55,1224.2,1221.35,1630904,1.99E+14,1194380,0.7323,4
17-05-2007,1224.2,1233.1,1253.7,1230,1250,1243.92,732815,9.12E+13,355610,0.4853,4
18-05-2007,1250,1259.95,1276,1250,1252.85,1261.75,730251,9.21E+13,326385,0.4469,4
21-05-2007,1252.85,1270,1270,1230,1237.05,1238.34,714211,8.84E+13,476938,0.6678,4
22-05-2007,1237.05,1237.5,1244,1221.05,1230.65,1231.64,1540056,1.90E+14,1212833,0.7875,4
23-05-2007,1230.65,1241.5,1241.5,1225.1,1233.4,1234.02,317953,3.92E+13,128107,0.4029,4
24-05-2007,1233.4,1250,1250,1221,1224.75,1229.7,1138201,1.40E+14,797724,0.7009,4
25-05-2007,1224.75,1220.95,1235,1208,1229.95,1222.74,1311042,1.60E+14,741618,0.5657,4
28-05-2007,1229.95,1250,1250,1223.55,1225.5,1231.96,646293,7.96E+13,322835,0.4995,4
29-05-2007,1225.5,1224.9,1235,1220,1231.15,1229.36,741820,9.12E+13,475302,0.6407,4
30-05-2007,1231.15,1250,1250,1210.2,1215.65,1218.93,650014,7.92E+13,330491,0.5084,4
31-05-2007,1215.65,1229,1229,1200,1208.35,1212.33,1294123,1.57E+14,846568,0.6542,4
01-06-2007,1208.35,1229.1,1229.1,1211.15,1218.7,1219.17,432247,5.27E+13,288617,0.6677,4
04-06-2007,1218.7,1228,1250,1202,1208.1,1214.94,463346,5.63E+13,274859,0.5932,4
05-06-2007,1208.1,1217.8,1217.8,1200,1208.05,1208.97,437900,5.29E+13,230090,0.5254,4
06-06-2007,1208.05,1215,1217,1178.2,1200.35,1205.55,958005,1.15E+14,517017,0.5397,4
07-06-2007,1200.35,1200,1214.4,1165.3,1207,1205.77,502235,6.06E+13,247370,0.4925,4
08-06-2007,1207,1206.5,1230.5,1190,1220.1,1218.38,1504769,1.83E+14,945939,0.6286,4
11-06-2007,1220.1,1236.55,1239.4,1218.05,1221.35,1228.13,662034,8.13E+13,414378,0.6259,4
12-06-2007,1221.35,1210,1230,1200,1217.35,1213.33,350518,4.25E+13,204842,0.5844,4
13-06-2007,1217.35,1219,1220,1193.3,1203.25,1208.06,442122,5.34E+13,214977,0.4862,4
14-06-2007,1203.25,1210,1220,1201.3,1204.55,1206.76,1044017,1.26E+14,837585,0.8023,4
15-06-2007,1204.55,1220,1220,1180,1184.4,1192.99,1245788,1.49E+14,874772,0.7022,4
18-06-2007,1184.4,1193,1195,1160,1162.6,1171.77,718614,8.42E+13,408115,0.5679,4
19-06-2007,1162.6,1165.1,1165.5,1143.3,1160,1153.54,873859,1.01E+14,543409,0.6218,4
20-06-2007,1160,1161,1173,1141,1147,1153,1006242,1.16E+14,694475,0.6902,4
21-06-2007,1147,1145,1150.8,1130,1145.6,1141.64,760932,8.69E+13,439674,0.5778,4
22-06-2007,1145.6,1145,1155,1134.5,1139.95,1139.82,669326,7.63E+13,452965,0.6767,4
25-06-2007,1139.95,1139.95,1150,1118.75,1125.75,1126.89,700944,7.90E+13,383864,0.5476,4
26-06-2007,1125.75,1131,1140,1117.85,1121.75,1129.18,708186,8.00E+13,410488,0.5796,4
27-06-2007,1121.75,1129.9,1138.7,1124,1133.15,1130.64,739174,8.36E+13,437314,0.5916,4
28-06-2007,1133.15,1143.95,1143.95,1125,1136.85,1132.93,1085698,1.23E+14,700247,0.645,4
29-06-2007,1136.85,1141,1156,1140.05,1149.35,1146.34,751114,8.61E+13,539647,0.7185,4
02-07-2007,1149.35,1153,1153,1131,1134.45,1141.93,369288,4.22E+13,186269,0.5044,4
03-07-2007,1134.45,1150,1150,1124,1127.6,1129.91,457342,5.17E+13,274585,0.6004,4
04-07-2007,1127.6,1128,1140,1116,1117.65,1121.19,603866,6.77E+13,382619,0.6336,4
05-07-2007,1117.65,1128.2,1128.2,1100.8,1111.65,1111.18,794801,8.83E+13,477827,0.6012,4
06-07-2007,1111.65,1115,1164.9,1100.1,1158.65,1142.34,1901421,2.17E+14,1292860,0.6799,4
09-07-2007,1158.65,1168.4,1182.4,1165,1176.75,1171.34,1339942,1.57E+14,945245,0.7054,4
10-07-2007,1176.75,1185,1200,1168,1183.15,1187.98,1873242,2.23E+14,1283113,0.685,4
11-07-2007,1183.15,1182,1185,1100,1148.9,1147.47,1515531,1.74E+14,947957,0.6255,4
12-07-2007,1148.9,1155,1169,1134,1162.55,1146.54,1440986,1.65E+14,989582,0.6867,4
13-07-2007,1162.55,1236.1,1261.5,1130.25,1136,1140.76,1446162,1.65E+14,1040561,0.7195,4
16-07-2007,1136,1135,1138,1114,1128.3,1122.16,997560,1.12E+14,570585,0.572,4
17-07-2007,1128.3,1175.8,1175.8,1150,1155.75,1159.42,1541172,1.79E+14,967793,0.628,4
18-07-2007,1155.75,1157,1170,1147.35,1166.65,1160.63,1092795,1.27E+14,677219,0.6197,4
19-07-2007,1166.65,1167,1185,1165.5,1182.2,1175.3,1018878,1.20E+14,708490,0.6954,4
20-07-2007,1182.2,1189,1189.95,1167.4,1175.9,1179.14,936233,1.10E+14,613336,0.6551,4
23-07-2007,1175.9,1169.8,1195,1162.1,1190.95,1183.04,1179114,1.39E+14,818623,0.6943,4
24-07-2007,1190.95,1189.9,1192,1167,1171.9,1175.69,781794,9.19E+13,566533,0.7247,4
25-07-2007,1171.9,1168,1171,1145,1148.2,1152.9,667543,7.70E+13,431339,0.6462,4
26-07-2007,1148.2,1155,1210,1145.1,1189.1,1174.94,1500701,1.76E+14,925457,0.6167,4
27-07-2007,1189.1,1160,1175,1126,1153,1163.46,800809,9.32E+13,542159,0.677,4
30-07-2007,1153,1150,1170,1130.25,1136.45,1144.97,458962,5.25E+13,301588,0.6571,4
31-07-2007,1136.45,1151,1162,1130,1156.3,1145.67,804635,9.22E+13,566383,0.7039,4
01-08-2007,1156.3,1140,1145,1110.3,1115.15,1117.6,1100859,1.23E+14,715313,0.6498,4
02-08-2007,1115.15,1120,1124.5,1090,1095.15,1104.91,478002,5.28E+13,261413,0.5469,4
03-08-2007,1095.15,1114,1114,1083.1,1096.9,1096.69,498439,5.47E+13,220678,0.4427,4
06-08-2007,1096.9,1090,1118,1074,1099.45,1093.77,684387,7.49E+13,373974,0.5464,4
07-08-2007,1099.45,1113.1,1117.8,1094.1,1109.3,1105.54,746303,8.25E+13,500245,0.6703,4
08-08-2007,1109.3,1150,1169,1118,1152.6,1156.4,1013791,1.17E+14,605205,0.597,4
09-08-2007,1152.6,1160,1188.85,1135.2,1145.7,1165.5,1268609,1.48E+14,741640,0.5846,4
10-08-2007,1145.7,1115,1153.5,1080.4,1144.5,1120.31,1572640,1.76E+14,1005119,0.6391,4
13-08-2007,1144.5,1150,1150,1125.15,1134.5,1138.47,301381,3.43E+13,153641,0.5098,4
14-08-2007,1134.5,1135,1140,1120,1130.25,1129.16,305699,3.45E+13,140848,0.4607,4
16-08-2007,1130.25,1100,1119.6,1085,1088,1098.59,1665780,1.83E+14,1310584,0.7868,4
17-08-2007,1088,1088,1093,1039.2,1056.15,1063.04,1725276,1.83E+14,1087847,0.6305,4
20-08-2007,1056.15,1083.5,1099.4,1051.1,1055.55,1066.21,1096711,1.17E+14,781255,0.7124,4
21-08-2007,1055.55,1076.5,1076.5,1004.5,1015.25,1025.53,1090841,1.12E+14,613863,0.5627,4
22-08-2007,1015.25,1020,1032.7,996,1025.9,1017.87,956655,9.74E+13,397491,0.4155,4
23-08-2007,1025.9,1032,1048,1004,1007.9,1023.99,778437,7.97E+13,451187,0.5796,4
24-08-2007,1007.9,1015,1026.5,999.5,1018.4,1012.17,481743,4.88E+13,256329,0.5321,4
27-08-2007,1018.4,1024.95,1038.8,1020.05,1026.5,1027.2,666714,6.85E+13,455812,0.6837,4
28-08-2007,1026.5,1036,1039,1011,1028.75,1025.95,565876,5.81E+13,288645,0.5101,4
29-08-2007,1028.75,1020,1039.8,1001,1031.6,1024.46,799172,8.19E+13,486982,0.6094,4
30-08-2007,1031.6,1042,1059,1025,1046,1039.99,1750793,1.82E+14,1021682,0.5836,4
31-08-2007,1046,1052,1069.7,1047,1064.35,1058.26,594374,6.29E+13,313505,0.5275,4
03-09-2007,1064.35,1070,1075,1053.4,1061.25,1061.42,624066,6.62E+13,457430,0.733,4
04-09-2007,1061.25,1065,1087.7,1061,1066.1,1071.17,545689,5.85E+13,232567,0.4262,4
05-09-2007,1066.1,1067,1082.95,1065.1,1072.35,1074.9,879241,9.45E+13,596615,0.6786,4
06-09-2007,1072.35,1065,1081,1061,1078,1073.02,467965,5.02E+13,342608,0.7321,4
07-09-2007,1078,1077,1084.5,1070,1076.25,1076.7,422894,4.55E+13,261350,0.618,4
10-09-2007,1076.25,1076.25,1076.25,1044,1047.25,1052.41,550265,5.79E+13,368170,0.6691,4
11-09-2007,1047.25,1094.45,1094.45,1020,1023.35,1031.55,846639,8.73E+13,583584,0.6893,4
12-09-2007,1023.35,1030,1037.75,1013.5,1015.6,1019,586026,5.97E+13,350298,0.5978,4
13-09-2007,1015.6,1024.9,1035,1010.4,1030.8,1025.92,538268,5.52E+13,305149,0.5669,4
14-09-2007,1030.8,1050,1050,1018.1,1022.45,1026.63,475057,4.88E+13,284639,0.5992,4
17-09-2007,1022.45,1025,1031.8,995.7,997.65,1004.94,1271544,1.28E+14,907568,0.7138,4
18-09-2007,997.65,997,1007.7,993,1002.45,1000.39,1235702,1.24E+14,932939,0.755,4
19-09-2007,1002.45,1025,1033.7,1017.2,1023.05,1022.42,1160667,1.19E+14,788617,0.6795,4
20-09-2007,1023.05,1020,1022.1,997.2,1002.05,1001.57,588789,5.90E+13,328347,0.5577,4
21-09-2007,1002.05,1002.05,1027,978,1017.8,995.96,1982176,1.97E+14,1235535,0.6233,4
24-09-2007,1017.8,1020,1030.35,1000.2,1007.25,1006.38,928761,9.35E+13,582927,0.6276,4
25-09-2007,1007.25,1010,1014,996.2,1001.7,1005.68,1350124,1.36E+14,936093,0.6933,4
26-09-2007,1001.7,1010,1048.8,1005,1040.75,1031.12,2085223,2.15E+14,1430257,0.6859,4
27-09-2007,1040.75,1050,1067.5,1047,1062.5,1058.9,2150535,2.28E+14,1528168,0.7106,4
28-09-2007,1062.5,1025,1080,1025,1060.15,1059,1562383,1.65E+14,1156343,0.7401,4
01-10-2007,1060.15,1061,1061,1023,1041.65,1035.9,544145,5.64E+13,270679,0.4974,4
03-10-2007,1041.65,1050,1095,1049.9,1079.2,1071.26,1280718,1.37E+14,807874,0.6308,4
04-10-2007,1079.2,1085,1085,1054,1079.3,1069.93,1089951,1.17E+14,744496,0.6831,4
05-10-2007,1079.3,1079.3,1079.3,1057.3,1072.8,1068.71,436012,4.66E+13,257154,0.5898,4
08-10-2007,1072.8,1081.05,1098.8,1062.2,1078.35,1081.5,665536,7.20E+13,325008,0.4883,4
09-10-2007,1078.35,1080,1104.8,1075.3,1094.95,1091.3,926910,1.01E+14,600467,0.6478,4
10-10-2007,1094.95,1104.7,1130.25,1098.4,1125.5,1114.45,995809,1.11E+14,534493,0.5367,4
11-10-2007,1125.5,1135,1135.4,1060,1072,1078.37,1399585,1.51E+14,924328,0.6604,4
12-10-2007,1072,1052,1075,1030.3,1063.5,1049.35,1228230,1.29E+14,748159,0.6091,4
15-10-2007,1063.5,1070,1091.65,1059.75,1074.15,1072.61,1717900,1.84E+14,1149952,0.6694,4
16-10-2007,1074.15,1100,1115,1061,1068.4,1076.29,1765132,1.90E+14,1108857,0.6282,4
17-10-2007,1068.4,1060,1115,1000,1094.7,1093.03,1731310,1.89E+14,1242416,0.7176,4
18-10-2007,1094.7,1135,1149.9,1077.3,1123.85,1127.35,3411359,3.85E+14,2488260,0.7294,4
19-10-2007,1123.85,1147.85,1150,1082.4,1108.85,1112.58,2023533,2.25E+14,1319263,0.652,4
22-10-2007,1108.85,1117,1117,1065.1,1071.95,1077.85,959202,1.03E+14,621233,0.6477,4
23-10-2007,1071.95,1068,1100,1059,1063.6,1072.99,1465591,1.57E+14,1077792,0.7354,4
24-10-2007,1063.6,1100,1100,1043.3,1048,1055.19,1025247,1.08E+14,653536,0.6374,4
25-10-2007,1048,1059,1060,1038.15,1049.6,1047.57,1231318,1.29E+14,784876,0.6374,4
26-10-2007,1049.6,1050,1084,1042.2,1071.3,1068.88,740015,7.91E+13,438162,0.5921,4
29-10-2007,1071.3,1089,1090,1061.4,1068,1071.37,884013,9.47E+13,695433,0.7867,4
30-10-2007,1068,1072,1075,1040.3,1048.5,1054.4,786451,8.29E+13,595122,0.7567,4
31-10-2007,1048.5,1047,1063.7,1017,1038,1021.57,11804132,1.21E+15,11235506,0.9518,4
01-11-2007,1038,1055,1055,1019.5,1023.05,1033.77,1379601,1.43E+14,980856,0.711,4
02-11-2007,1023.05,1010,1030,1003,1021.2,1019.89,873670,8.91E+13,558211,0.6389,4
05-11-2007,1021.2,1021,1030.8,1005.25,1011.3,1015.54,469117,4.76E+13,292894,0.6244,4
06-11-2007,1011.3,1015,1019.8,1000,1004.3,1008.02,549747,5.54E+13,351982,0.6403,4
07-11-2007,1004.3,1005.1,1009.15,986.1,997.05,996.64,876004,8.73E+13,629657,0.7188,4
08-11-2007,997.05,990.1,999.8,980,989.65,987.76,671741,6.64E+13,507122,0.7549,4
09-11-2007,989.65,1015,1015,983.1,985.25,986.32,84775,8.36E+12,56215,0.6631,4
12-11-2007,985.25,985.25,985.25,960,963.85,970.26,1320247,1.28E+14,958363,0.7259,4
13-11-2007,963.85,963.85,972.7,926.65,947.35,955.89,1174497,1.12E+14,839333,0.7146,4
14-11-2007,947.35,960,1045.1,960,986.7,977.27,897092,8.77E+13,608013,0.6778,4
15-11-2007,986.7,991,997.9,970,980.2,981.51,573849,5.63E+13,278036,0.4845,4
16-11-2007,980.2,980,998,967.15,982.9,973.55,916704,8.92E+13,708089,0.7724,4
19-11-2007,982.9,960.1,1007.4,960.1,993.5,991.06,752563,7.46E+13,502411,0.6676,4
20-11-2007,993.5,992,992,957.2,961.3,968.12,1049754,1.02E+14,761875,0.7258,4
21-11-2007,961.3,962,980.8,935.6,944.8,958.65,853448,8.18E+13,555536,0.6509,4
22-11-2007,944.8,969.7,972,935,950.2,950.2,647944,6.16E+13,410394,0.6334,4
23-11-2007,950.2,970,970,948.9,960.95,958.13,581016,5.57E+13,361537,0.6222,4
26-11-2007,960.95,980,994,970,985.1,987.9,563717,5.57E+13,379710,0.6736,4
27-11-2007,985.1,990,999,970.1,995.95,992.9,376127,3.73E+13,229365,0.6098,4
28-11-2007,995.95,981,1004,970,976.5,984.75,759396,7.48E+13,498339,0.6562,4
29-11-2007,976.5,1000,1001.7,951,966.05,978.81,1257422,1.23E+14,852021,0.6776,4
30-11-2007,966.05,966.05,1018.65,966.05,1012.2,1005.26,1334666,1.34E+14,1005325,0.7532,4
03-12-2007,1012.2,1016,1066,1010.4,1049.9,1047.98,1629087,1.71E+14,1134267,0.6963,4
04-12-2007,1049.9,1049.9,1050,1025.05,1029.7,1035.42,445956,4.62E+13,261981,0.5875,4
05-12-2007,1029.7,1030,1045,1020.5,1033.2,1030.28,517310,5.33E+13,369768,0.7148,4
06-12-2007,1033.2,1040,1051.7,1031.2,1035.55,1039.64,1040863,1.08E+14,850752,0.8174,4
07-12-2007,1035.55,1040,1072.05,1026.25,1062.6,1050.51,1201452,1.26E+14,880407,0.7328,4
10-12-2007,1062.6,1070.1,1074,1030,1035.6,1045.07,966005,1.01E+14,603151,0.6244,4
11-12-2007,1035.6,1049,1049,1025.25,1041.3,1038.09,726864,7.55E+13,493634,0.6791,4
12-12-2007,1041.3,1028.2,1060,1026.1,1053.4,1040.82,929652,9.68E+13,700510,0.7535,4
13-12-2007,1053.4,1050,1063.8,1025.3,1029.6,1050.74,1162859,1.22E+14,895201,0.7698,4
14-12-2007,1029.6,1015.3,1055,1015.3,1040.4,1042.87,680109,7.09E+13,468172,0.6884,4
17-12-2007,1040.4,1072.4,1072.4,1005,1012.4,1017.59,800832,8.15E+13,488996,0.6106,4
18-12-2007,1012.4,1010,1040,1003.3,1010.45,1013.44,961465,9.74E+13,733043,0.7624,4
19-12-2007,1010.45,1012,1028.8,1008,1024.5,1020.93,667755,6.82E+13,499683,0.7483,4
20-12-2007,1024.5,1029.5,1053.95,1023,1045.35,1042.18,759005,7.91E+13,590999,0.7786,4
24-12-2007,1045.35,1080,1120,1050,1109.7,1097.03,1163916,1.28E+14,819922,0.7045,4
26-12-2007,1109.7,1115,1119.7,1086.15,1100.3,1095.71,726499,7.96E+13,527419,0.726,4
27-12-2007,1100.3,1105.1,1120,1086.55,1110.75,1102.83,1002142,1.11E+14,649374,0.648,4
28-12-2007,1110.75,1100,1100,1060,1082.15,1086.7,549149,5.97E+13,428644,0.7806,4
31-12-2007,1082.15,1083,1096.05,1052,1077.4,1086.26,539042,5.86E+13,415414,0.7707,4
01-01-2008,1077.4,1077,1077,1052,1054.55,1056.95,232097,2.45E+13,138219,0.5955,5
02-01-2008,1054.55,1060,1061,1031.5,1050,1043.66,716231,7.48E+13,477267,0.6664,5
03-01-2008,1050,1030.1,1045,1005.35,1011.05,1020.47,1292070,1.32E+14,876206,0.6781,5
04-01-2008,1011.05,1011.05,1022.9,1002.3,1005.2,1007.12,579717,5.84E+13,390344,0.6733,5
07-01-2008,1005.2,1000,1008.8,972.5,975.6,979.01,911836,8.93E+13,668135,0.7327,5
08-01-2008,975.6,980,992,969.3,987.85,982.1,801933,7.88E+13,407918,0.5087,5
09-01-2008,987.85,994.8,1006,989.9,996.3,998.32,612532,6.12E+13,318489,0.52,5
10-01-2008,996.3,998,1009.5,962,981.65,993.17,835594,8.30E+13,485151,0.5806,5
11-01-2008,981.65,915.35,1004,915.35,989.75,984.47,537297,5.29E+13,290110,0.5399,5
14-01-2008,989.75,999.8,999.8,955.6,961.15,965.41,1039716,1.00E+14,805407,0.7746,5
15-01-2008,961.15,965,968,934,940,944.82,733897,6.93E+13,471845,0.6429,5
16-01-2008,940,940,966.7,925,944.95,951.76,782989,7.45E+13,432114,0.5519,5
17-01-2008,944.95,965.8,966,919,922.7,929.44,1575524,1.46E+14,1103885,0.7006,5
18-01-2008,922.7,929.5,940,897.1,903.2,912.07,1083454,9.88E+13,687506,0.6346,5
21-01-2008,903.2,904,904.7,805.25,831.05,862.79,1210008,1.04E+14,678795,0.561,5
22-01-2008,831.05,814.7,990,725,798.25,775.46,1594218,1.24E+14,1042114,0.6537,5
23-01-2008,798.25,859,890,805,871.95,853.36,1339780,1.14E+14,889136,0.6636,5
24-01-2008,871.95,870,888,825.75,843.25,856.19,503334,4.31E+13,254182,0.505,5
25-01-2008,843.25,853,897.7,850.1,884.6,865.26,560779,4.85E+13,299643,0.5343,5
28-01-2008,884.6,870,870,825,854.3,844.09,621415,5.25E+13,369506,0.5946,5
29-01-2008,854.3,856,884.6,855,867.7,865.76,814678,7.05E+13,420927,0.5167,5
30-01-2008,867.7,882,892,860,869.85,866.22,758214,6.57E+13,510958,0.6739,5
31-01-2008,869.85,870,890,835.35,873.75,873.47,1491739,1.30E+14,933413,0.6257,5
01-02-2008,873.75,885,941.1,873.3,929.5,910.14,1042380,9.49E+13,721811,0.6925,5
04-02-2008,929.5,945,989,939,975.65,968.71,932630,9.03E+13,552012,0.5919,5
