Date,Prev_Close,Open,High,Low,Close,VWAP,Volume,Turnover,Deliverable_Volume,Perc_Deliverable
28-05-2013,953.65,957,987,952.15,983.6,971.53,598125,5.81E+13,284961,0.4764
29-05-2013,983.6,987,997.5,972.3,983.35,987.09,347595,3.43E+13,118918,0.3421
30-05-2013,983.35,977,994,974.1,978.8,982.29,393538,3.87E+13,192399,0.4889
31-05-2013,978.8,979,987,961.1,967.5,974.36,119522,1.16E+13,40086,0.3354
03-06-2013,967.5,962.5,975,925.25,940.25,940.82,284427,2.68E+13,135588,0.4767
04-06-2013,940.25,941,950,940,942.5,943.19,519159,4.90E+13,379648,0.7313
05-06-2013,942.5,938.5,949.5,912.1,917.6,928.32,580704,5.39E+13,342289,0.5894
06-06-2013,917.6,911,942.9,909.1,925,929.68,551277,5.13E+13,212873,0.3861
07-06-2013,925,930.5,951.45,929,936.95,939.97,421210,3.96E+13,151660,0.3601
10-06-2013,936.95,948.9,950,933.1,940.35,940.87,499458,4.70E+13,269701,0.54
11-06-2013,940.35,939,977.7,923.5,968,957.13,918449,8.79E+13,323130,0.3518
12-06-2013,968,977.8,992,963,978.8,978.94,807573,7.91E+13,410818,0.5087
13-06-2013,978.8,970.95,977,951.25,971.65,968.18,400881,3.88E+13,227053,0.5664
14-06-2013,971.65,981.05,989,962.2,965.75,974.6,350675,3.42E+13,169382,0.483
17-06-2013,965.75,965.5,974.65,951,971.4,968.46,175269,1.70E+13,65029,0.371
18-06-2013,971.4,967,984.7,967,977.85,979.36,228613,2.24E+13,120661,0.5278
19-06-2013,977.85,978,1021.7,975.95,1012.3,1003.26,667569,6.70E+13,232770,0.3487
20-06-2013,1012.3,1013,1027.45,980.6,984.35,1010.06,797299,8.05E+13,303785,0.381
21-06-2013,984.35,984.1,1009.9,981.1,995.5,999.48,687497,6.87E+13,370360,0.5387
24-06-2013,995.5,984,1013.45,984,1002,1001.91,930829,9.33E+13,693428,0.745
25-06-2013,1002,1013.95,1024.4,1003.25,1009.85,1012.39,874936,8.86E+13,594287,0.6792
26-06-2013,1009.85,1015,1048.9,1015,1038.8,1036.91,1065516,1.10E+14,724670,0.6801
27-06-2013,1038.8,1051.95,1098,1040.25,1080.8,1075.61,1221152,1.31E+14,600991,0.4922
28-06-2013,1080.8,1095,1095,1050.1,1059.8,1063.47,592159,6.30E+13,349353,0.59
01-07-2013,1059.8,1056,1069.4,1025.5,1034.45,1043.35,627810,6.55E+13,333987,0.532
02-07-2013,1034.45,1039,1042.25,976.3,1002.2,997.56,1510283,1.51E+14,783981,0.5191
03-07-2013,1002.2,1008.55,1027,965,999.1,1001.35,1865395,1.87E+14,856450,0.4591
04-07-2013,999.1,1026,1037,1011.9,1031.45,1025.89,1023392,1.05E+14,488389,0.4772
05-07-2013,1031.45,1057.5,1057.5,1031.8,1038.65,1039.75,672025,6.99E+13,285351,0.4246
08-07-2013,1038.65,1032,1050.75,1016,1045.7,1042.59,361379,3.77E+13,137294,0.3799
09-07-2013,1045.7,1048,1058,1035.65,1042.7,1047.79,358296,3.75E+13,130696,0.3648
10-07-2013,1042.7,1046,1091.5,1042.7,1079.25,1070.69,905634,9.70E+13,470794,0.5199
11-07-2013,1079.25,1086,1088.25,1055.15,1066.45,1071.02,829693,8.89E+13,475537,0.5731
12-07-2013,1066.45,1075,1127.85,1072,1121.9,1100.81,3390810,3.73E+14,1968818,0.5806
15-07-2013,1121.9,1122.1,1132.25,1101.95,1111.9,1117.79,1072107,1.20E+14,484227,0.4517
16-07-2013,1111.9,1092,1109.9,1082,1092.4,1092.17,585032,6.39E+13,269573,0.4608
17-07-2013,1092.4,1090,1129.9,1082.35,1094.4,1110.4,975948,1.08E+14,466982,0.4785
18-07-2013,1094.4,1103.7,1116.3,1082.15,1091.3,1093.27,908625,9.93E+13,578926,0.6371
19-07-2013,1091.3,1113.5,1141.45,1102.8,1132.3,1126.43,1874051,2.11E+14,1152056,0.6147
22-07-2013,1132.3,1132,1184.65,1130,1171.7,1168.35,1691078,1.98E+14,995993,0.589
23-07-2013,1171.7,1180,1194,1160.5,1179.15,1180.84,1410195,1.67E+14,814505,0.5776
24-07-2013,1179.15,1173.95,1221.5,1170.05,1207.65,1205.53,1592852,1.92E+14,925314,0.5809
25-07-2013,1207.65,1203.15,1219,1169.3,1179.7,1187.77,2462900,2.93E+14,1516555,0.6158
26-07-2013,1179.7,1182.8,1225.6,1181,1217.75,1212.25,1067937,1.29E+14,559346,0.5238
29-07-2013,1217.75,1208.25,1251,1208.25,1248.6,1241.16,885510,1.10E+14,469483,0.5302
30-07-2013,1248.6,1252,1262,1216.85,1232.25,1247.29,1232350,1.54E+14,748904,0.6077
31-07-2013,1232.25,1235,1254.7,1224,1246.3,1243.38,843098,1.05E+14,519533,0.6162
01-08-2013,1246.3,1248.6,1260.8,1230.8,1251.6,1246.69,706940,8.81E+13,402011,0.5687
02-08-2013,1251.6,1256.5,1275,1200.5,1233.2,1247.12,1106512,1.38E+14,477564,0.4316
05-08-2013,1233.2,1231,1277,1228.8,1263.8,1262.63,792481,1.00E+14,405644,0.5119
06-08-2013,1263.8,1264,1265.2,1230.05,1233.4,1241.46,927666,1.15E+14,530454,0.5718
07-08-2013,1233.4,1234,1259.95,1210.3,1229.4,1243.17,1100030,1.37E+14,764892,0.6953
08-08-2013,1229.4,1229,1255,1219.8,1244.65,1234.95,1157416,1.43E+14,800554,0.6917
12-08-2013,1244.65,1250,1292,1241.2,1266.5,1263.73,1853564,2.34E+14,725257,0.3913
13-08-2013,1266.5,1280.7,1338.5,1278.2,1331.05,1317.66,1620777,2.14E+14,699469,0.4316
14-08-2013,1331.05,1340,1346.85,1301.5,1321.15,1330.85,1006780,1.34E+14,489930,0.4866
16-08-2013,1321.15,1315,1335,1297.5,1324.45,1322.76,1254399,1.66E+14,694964,0.554
19-08-2013,1324.45,1320,1333.75,1282,1294,1303.03,1305182,1.70E+14,796536,0.6103
20-08-2013,1294,1288.9,1296.95,1241.3,1249.8,1259.59,1321442,1.66E+14,783606,0.593
21-08-2013,1249.8,1250,1280,1231.15,1239.75,1252.98,1373977,1.72E+14,847462,0.6168
22-08-2013,1239.75,1239,1279.75,1226.6,1270.9,1252.08,1087598,1.36E+14,588356,0.541
23-08-2013,1270.9,1285.4,1372.8,1276.35,1366.2,1334.97,1870641,2.50E+14,946916,0.5062
26-08-2013,1366.2,1370,1410,1360.7,1379.65,1392.73,1576192,2.20E+14,866292,0.5496
27-08-2013,1379.65,1380.7,1409.9,1348.7,1362.9,1380.52,1099802,1.52E+14,468902,0.4264
28-08-2013,1362.9,1348,1405,1346.2,1370.25,1376.25,1027756,1.41E+14,494212,0.4809
29-08-2013,1370.25,1368.8,1390,1350,1365.55,1366.76,1077918,1.47E+14,561801,0.5212
30-08-2013,1365.55,1372,1428,1365,1375,1395.02,1485589,2.07E+14,733377,0.4937
02-09-2013,1375,1380,1394.85,1353.85,1375.05,1377.97,656478,9.05E+13,329433,0.5018
03-09-2013,1375.05,1393.2,1435,1386.05,1400.4,1413.44,1564026,2.21E+14,687847,0.4398
04-09-2013,1400.4,1410,1424.1,1390.65,1399.2,1404.6,910640,1.28E+14,434201,0.4768
05-09-2013,1399.2,1401.55,1404.1,1375.4,1382.4,1387.54,767992,1.07E+14,429346,0.5591
06-09-2013,1382.4,1378,1404.1,1353,1360.3,1371.63,747785,1.03E+14,335087,0.4481
10-09-2013,1360.3,1358.05,1370,1332.4,1356.8,1352.41,1107202,1.50E+14,632947,0.5717
11-09-2013,1356.8,1353,1397,1325.1,1333.3,1364.27,1348264,1.84E+14,699424,0.5188
12-09-2013,1333.3,1339.9,1341.7,1295,1311.35,1309.07,1718310,2.25E+14,981398,0.5711
13-09-2013,1311.35,1318,1320.5,1280,1289.3,1299.43,1852094,2.41E+14,1095861,0.5917
16-09-2013,1289.3,1297.4,1300,1257.45,1278.15,1275.08,2103136,2.68E+14,1138039,0.5411
17-09-2013,1278.15,1285.55,1325,1281,1312.8,1304.32,1443492,1.88E+14,513688,0.3559
18-09-2013,1312.8,1319,1329,1306,1313.9,1316.35,663044,8.73E+13,323382,0.4877
19-09-2013,1313.9,1308,1321.7,1275.55,1294.9,1301.16,784180,1.02E+14,446233,0.569
20-09-2013,1294.9,1285.3,1343.65,1285.3,1296.4,1313.38,1410465,1.85E+14,768124,0.5446
23-09-2013,1296.4,1298.05,1348.65,1298.05,1326.4,1333.65,1208181,1.61E+14,585355,0.4845
24-09-2013,1326.4,1340,1355,1325.2,1337.1,1343.21,1112403,1.49E+14,621941,0.5591
25-09-2013,1337.1,1336,1339.75,1318.85,1335.8,1330.53,605832,8.06E+13,338659,0.559
26-09-2013,1335.8,1329.7,1344.45,1308,1313.6,1324.09,811113,1.07E+14,534007,0.6584
27-09-2013,1313.6,1320.75,1332,1301,1306.45,1319.3,727434,9.60E+13,403734,0.555
30-09-2013,1306.45,1324.4,1344.9,1313.05,1335.75,1332,878294,1.17E+14,507132,0.5774
01-10-2013,1335.75,1340,1340,1316,1325.7,1325.62,425753,5.64E+13,202866,0.4765
03-10-2013,1325.7,1340,1389.9,1335.35,1373,1370.75,1850705,2.54E+14,1216956,0.6576
04-10-2013,1373,1373,1412.7,1370,1400.7,1401.84,1317387,1.85E+14,865420,0.6569
07-10-2013,1400.7,1404.9,1448.6,1402.35,1443.25,1433.61,1339603,1.92E+14,818091,0.6107
08-10-2013,1443.25,1447,1456.25,1427.05,1442.35,1440.1,1353447,1.95E+14,548331,0.4051
09-10-2013,1442.35,1428,1484,1428,1476.05,1463.96,1050081,1.54E+14,477957,0.4552
10-10-2013,1476.05,1480,1521.5,1479,1513.1,1499.38,1211506,1.82E+14,705428,0.5823
11-10-2013,1513.1,1540,1563.4,1525,1549.85,1548.66,1609322,2.49E+14,1032135,0.6413
14-10-2013,1549.85,1560,1585.5,1554,1558.85,1566.09,1054318,1.65E+14,576139,0.5465
15-10-2013,1558.85,1565.95,1594.5,1565.95,1583.6,1583.98,1122197,1.78E+14,668301,0.5955
17-10-2013,1583.6,1590,1594,1506.6,1529.8,1542.27,1389771,2.14E+14,875761,0.6301
18-10-2013,1529.8,1527,1545,1516.2,1536.25,1531.32,895157,1.37E+14,490363,0.5478
21-10-2013,1536.25,1532.1,1559,1493,1545.5,1525.23,1008503,1.54E+14,534046,0.5295
22-10-2013,1545.5,1550,1569,1540.05,1546.4,1552.51,758089,1.18E+14,485322,0.6402
23-10-2013,1546.4,1544.75,1569.9,1527.75,1552.55,1543.51,573514,8.85E+13,307860,0.5368
24-10-2013,1552.55,1548,1577.65,1530,1537.1,1550.81,1204973,1.87E+14,763476,0.6336
25-10-2013,1537.1,1520,1552,1467,1541.4,1508.11,2064814,3.11E+14,907662,0.4396
28-10-2013,1541.4,1542,1562,1501.5,1515.1,1525.67,827873,1.26E+14,400006,0.4832
29-10-2013,1515.1,1511,1533.8,1507.95,1522.35,1520.88,403912,6.14E+13,140641,0.3482
30-10-2013,1522.35,1530,1561.3,1525.35,1555.35,1549.36,681647,1.06E+14,363373,0.5331
31-10-2013,1555.35,1556,1567.35,1532,1551.05,1550.71,476798,7.39E+13,242896,0.5094
01-11-2013,1551.05,1551.5,1562.1,1523,1525.85,1533.84,634813,9.74E+13,412933,0.6505
03-11-2013,1525.85,1530,1555,1530,1550.55,1545.49,113088,1.75E+13,42976,0.38
05-11-2013,1550.55,1550,1557.6,1516.1,1519.1,1531.52,677332,1.04E+14,396152,0.5849
06-11-2013,1519.1,1525,1579.45,1525,1573.2,1561.97,1463042,2.29E+14,533186,0.3644
07-11-2013,1573.2,1575,1606.5,1545,1580.45,1582.73,2186193,3.46E+14,678924,0.3106
08-11-2013,1580.45,1609,1687.3,1609,1675,1662.75,4049568,6.73E+14,1599874,0.3951
11-11-2013,1675,1675,1716.5,1675,1697.3,1702.03,1755180,2.99E+14,1047212,0.5966
12-11-2013,1697.3,1700,1710.6,1678.2,1685.55,1695.31,704274,1.19E+14,368179,0.5228
13-11-2013,1685.55,1672.15,1697,1655,1660.45,1667.23,579363,9.66E+13,262482,0.4531
14-11-2013,1660.45,1671,1694.7,1663,1672,1677.74,677673,1.14E+14,392842,0.5797
18-11-2013,1672,1675,1740,1675,1733.85,1722.4,1052089,1.81E+14,564922,0.537
19-11-2013,1733.85,1735,1755,1718.2,1748.4,1738.27,787520,1.37E+14,452273,0.5743
20-11-2013,1748.4,1750,1762.75,1680,1686.2,1707.67,1490526,2.55E+14,863085,0.579
21-11-2013,1686.2,1695.05,1702.65,1641,1657.9,1672.23,1302608,2.18E+14,608841,0.4674
22-11-2013,1657.9,1675,1687.45,1648.1,1667.35,1666.1,929345,1.55E+14,491446,0.5288
25-11-2013,1667.35,1658.15,1698.6,1656.15,1673.2,1673.61,1044049,1.75E+14,596810,0.5716
26-11-2013,1673.2,1668.3,1732.05,1662.35,1719.55,1711.94,10273848,1.76E+15,8280129,0.8059
27-11-2013,1719.55,1709.45,1712.8,1680.35,1689.45,1693.81,624692,1.06E+14,275330,0.4407
28-11-2013,1689.45,1696.8,1705.55,1671.3,1692.2,1686.35,826875,1.39E+14,424668,0.5136
29-11-2013,1692.2,1687.3,1720.3,1687.3,1697.55,1700.39,488704,8.31E+13,212359,0.4345
02-12-2013,1697.55,1689.55,1709,1687.4,1689.85,1693.79,473212,8.02E+13,295685,0.6248
03-12-2013,1689.85,1690.45,1704.65,1683.2,1690.9,1695.31,416126,7.05E+13,268114,0.6443
04-12-2013,1690.9,1689,1709.95,1685.05,1696.25,1698.42,745317,1.27E+14,504609,0.677
05-12-2013,1696.25,1705,1709.9,1672.25,1682.3,1688.1,690747,1.17E+14,429080,0.6212
06-12-2013,1682.3,1672,1696.05,1671.3,1674.75,1679.03,475335,7.98E+13,291305,0.6128
09-12-2013,1674.75,1683.2,1689.8,1662,1673.7,1674.24,654287,1.10E+14,479715,0.7332
10-12-2013,1673.7,1681,1719.9,1675,1710.05,1709.47,969376,1.66E+14,599207,0.6181
11-12-2013,1710.05,1716.9,1727.55,1670.55,1685.4,1696.4,958408,1.63E+14,552833,0.5768
12-12-2013,1685.4,1686,1693.05,1666.25,1670.15,1675.13,748359,1.25E+14,485865,0.6492
13-12-2013,1670.15,1672.5,1698,1671.45,1691.45,1689.75,520006,8.79E+13,290520,0.5587
16-12-2013,1691.45,1676.7,1751.85,1676.7,1745.05,1725.49,879677,1.52E+14,451543,0.5133
17-12-2013,1745.05,1745,1755.4,1723.15,1725.9,1739.2,750260,1.30E+14,327982,0.4372
18-12-2013,1725.9,1729,1743,1718.2,1727.7,1727.52,517162,8.93E+13,334017,0.6459
19-12-2013,1727.7,1740,1799,1733.55,1794.65,1780.59,1291810,2.30E+14,679529,0.526
20-12-2013,1794.65,1799.7,1875.5,1797,1846,1849.23,3352301,6.20E+14,1898575,0.5663
23-12-2013,1846,1845.1,1861.75,1822.45,1836.55,1839.77,489153,9.00E+13,176645,0.3611
24-12-2013,1836.55,1832,1845.75,1827.3,1832.2,1834.36,326597,5.99E+13,153345,0.4695
26-12-2013,1832.2,1837,1843.85,1819.2,1826.4,1830.25,503133,9.21E+13,253550,0.5039
27-12-2013,1826.4,1836.7,1868,1832,1861.25,1858.8,637256,1.18E+14,328482,0.5155
30-12-2013,1861.25,1870,1874.95,1838.7,1847.1,1852.52,323332,5.99E+13,114429,0.3539
31-12-2013,1847.1,1858,1858,1831.75,1837.85,1841.32,248004,4.57E+13,115338,0.4651
01-01-2014,1837.85,1845,1845,1825.1,1828.1,1832.15,174558,3.20E+13,72721,0.4166
02-01-2014,1828.1,1828.1,1841.75,1793.35,1816.1,1825.89,348875,6.37E+13,147881,0.4239
03-01-2014,1816.1,1818,1845.9,1810.25,1835.5,1832.67,331824,6.08E+13,66960,0.2018
06-01-2014,1835.5,1840,1843.5,1810,1815.85,1818.23,371264,6.75E+13,172430,0.4644
07-01-2014,1815.85,1816.55,1825.35,1786,1804.05,1802.96,478580,8.63E+13,266836,0.5576
08-01-2014,1804.05,1809,1859.8,1805,1840.6,1842.27,770246,1.42E+14,415023,0.5388
09-01-2014,1840.6,1849.85,1853.9,1811.3,1829.05,1829.02,528676,9.67E+13,297052,0.5619
10-01-2014,1829.05,1844.7,1891.8,1833.9,1878.9,1874.74,1185007,2.22E+14,639158,0.5394
13-01-2014,1878.9,1880.9,1905,1873.15,1884.5,1890.29,706487,1.34E+14,381371,0.5398
14-01-2014,1884.5,1888.85,1906.1,1880,1893.25,1892.59,702878,1.33E+14,391822,0.5575
15-01-2014,1893.25,1900,1905.75,1857.45,1884.05,1883.73,749411,1.41E+14,469494,0.6265
16-01-2014,1884.05,1884,1891.5,1850,1866.25,1867.07,679856,1.27E+14,396097,0.5826
17-01-2014,1866.25,1867.5,1869.6,1770,1775.25,1801.35,892144,1.61E+14,440793,0.4941
20-01-2014,1775.25,1769.3,1834.7,1752.8,1828.7,1807.89,805087,1.46E+14,338975,0.421
21-01-2014,1828.7,1830.65,1855,1811,1828.65,1829.69,542938,9.93E+13,217910,0.4014
22-01-2014,1828.65,1827.9,1856,1825,1842.15,1845.67,395129,7.29E+13,129377,0.3274
23-01-2014,1842.15,1842,1849.45,1815.55,1830.65,1827.02,616668,1.13E+14,405862,0.6582
24-01-2014,1830.65,1820.1,1846,1787,1793.55,1811.49,461871,8.37E+13,213123,0.4614
27-01-2014,1793.55,1790,1793,1757.5,1760.25,1770.85,812590,1.44E+14,508354,0.6256
28-01-2014,1760.25,1761,1778.95,1720.25,1738.75,1741.04,474221,8.26E+13,279963,0.5904
29-01-2014,1738.75,1750,1771.25,1743.95,1749.55,1755.84,712722,1.25E+14,469832,0.6592
30-01-2014,1749.55,1748.25,1748.25,1703.6,1718.3,1717.4,786613,1.35E+14,503442,0.64
31-01-2014,1718.3,1745,1800,1724.15,1786.95,1774.5,916397,1.63E+14,521718,0.5693
03-02-2014,1786.95,1797,1811,1760.6,1763.1,1775.62,993841,1.76E+14,657750,0.6618
04-02-2014,1763.1,1747.95,1784.05,1696.4,1770.85,1743.73,945632,1.65E+14,253477,0.2681
05-02-2014,1770.85,1825.8,1849.95,1815.05,1839.85,1836.33,2589699,4.76E+14,1296326,0.5006
06-02-2014,1839.85,1839,1851.4,1821.5,1845.5,1838.18,754033,1.39E+14,387129,0.5134
07-02-2014,1845.5,1850,1870,1815.1,1823.15,1841.56,886851,1.63E+14,420134,0.4737
10-02-2014,1823.15,1823.25,1840.75,1801,1832.15,1824.41,618201,1.13E+14,367952,0.5952
11-02-2014,1832.15,1823.5,1877,1823.5,1861.7,1860.16,1048297,1.95E+14,674219,0.6432
12-02-2014,1861.7,1874,1883.9,1865.25,1875.65,1876.15,725837,1.36E+14,494468,0.6812
13-02-2014,1875.65,1869.95,1875.9,1806.25,1813.8,1831.09,872869,1.60E+14,531647,0.6091
14-02-2014,1813.8,1829,1851.1,1819,1831.85,1835.65,743222,1.36E+14,427154,0.5747
17-02-2014,1831.85,1835,1843.7,1812.85,1823.75,1825.72,365279,6.67E+13,178194,0.4878
18-02-2014,1823.75,1829,1834.1,1815.4,1822.05,1823.47,388354,7.08E+13,197186,0.5077
19-02-2014,1822.05,1830,1850.95,1819.2,1842.85,1841.33,550174,1.01E+14,294198,0.5347
20-02-2014,1842.85,1834.05,1859.95,1820.15,1832.25,1835.37,437442,8.03E+13,206274,0.4715
21-02-2014,1832.25,1830,1850,1830,1848.2,1843.13,400412,7.38E+13,223516,0.5582
24-02-2014,1848.2,1845,1848.1,1824.8,1831.45,1833.42,504369,9.25E+13,359266,0.7123
25-02-2014,1831.45,1835.25,1847,1835,1839.6,1840.36,371994,6.85E+13,213322,0.5735
26-02-2014,1839.6,1840,1845.75,1813.35,1820.95,1827.88,848488,1.55E+14,604697,0.7127
28-02-2014,1820.95,1843,1890.95,1837.1,1867.25,1868.51,4315853,8.06E+14,3365017,0.7797
03-03-2014,1867.25,1870,1921,1870,1906.45,1904.54,1116905,2.13E+14,564424,0.5053
04-03-2014,1906.45,1903.5,1920.8,1883.15,1900,1895.53,585841,1.11E+14,280130,0.4782
05-03-2014,1900,1905,1930,1892.55,1903.85,1910.38,592275,1.13E+14,257911,0.4355
06-03-2014,1903.85,1921.9,1936.9,1900.1,1923.2,1922.78,878675,1.69E+14,537888,0.6122
07-03-2014,1923.2,1935,1935,1825.25,1836,1855.28,1311918,2.43E+14,810710,0.618
10-03-2014,1836,1838.45,1845.2,1791.1,1799.6,1807.94,960249,1.74E+14,572961,0.5967
11-03-2014,1799.6,1808.6,1828.75,1762.25,1781.75,1800,800227,1.44E+14,396575,0.4956
12-03-2014,1781.75,1786.25,1808,1776,1802.75,1798.01,771093,1.39E+14,492313,0.6385
13-03-2014,1802.75,1800,1825,1756.8,1780.55,1796.34,732920,1.32E+14,341893,0.4665
14-03-2014,1780.55,1789,1809.85,1775,1785.25,1792.09,603946,1.08E+14,332296,0.5502
18-03-2014,1785.25,1783.2,1808.2,1765.25,1794.35,1787.76,711433,1.27E+14,401709,0.5646
19-03-2014,1794.35,1795,1798.85,1731,1777.5,1768.56,956119,1.69E+14,494072,0.5167
20-03-2014,1777.5,1760.7,1829,1760.7,1822.15,1808.17,963915,1.74E+14,529512,0.5493
21-03-2014,1822.15,1827,1849.9,1801.5,1808.95,1825.81,1121073,2.05E+14,633671,0.5652
22-03-2014,1808.95,1800,1826,1800,1819.65,1819.44,57964,1.05E+13,14899,0.257
24-03-2014,1819.65,1821,1849,1812.05,1844.3,1833.23,767455,1.41E+14,460921,0.6006
25-03-2014,1844.3,1837.15,1841.8,1811.2,1828.8,1828.05,424838,7.77E+13,232319,0.5468
26-03-2014,1828.8,1834,1849.3,1795.25,1815.35,1818.2,742356,1.35E+14,421251,0.5675
27-03-2014,1815.35,1809,1875.7,1791,1833.45,1828.37,2370082,4.33E+14,1735702,0.7323
28-03-2014,1833.45,1848.8,1850,1822,1836.75,1837.91,1103476,2.03E+14,802126,0.7269
31-03-2014,1836.75,1817.25,1827.6,1786.95,1795.35,1799.19,842603,1.52E+14,505964,0.6005
01-04-2014,1795.35,1806,1831,1796.1,1819.55,1819.57,1298207,2.36E+14,817636,0.6298
02-04-2014,1819.55,1831,1844,1818.75,1831.8,1830.31,634716,1.16E+14,418185,0.6589
03-04-2014,1831.8,1830,1831.2,1805,1811.35,1815.69,495213,8.99E+13,316299,0.6387
04-04-2014,1811.35,1815,1829,1806.35,1813.1,1816.12,502260,9.12E+13,294241,0.5858
07-04-2014,1813.1,1806,1810.95,1787,1793,1794.87,466922,8.38E+13,326416,0.6991
09-04-2014,1793,1796,1807,1732.5,1737.75,1747.27,1661575,2.90E+14,1257812,0.757
10-04-2014,1737.75,1737.75,1738,1700,1708.2,1717.02,1505021,2.58E+14,1099391,0.7305
11-04-2014,1708.2,1700,1749.9,1676.35,1739.55,1704.04,2252413,3.84E+14,1579258,0.7011
15-04-2014,1739.55,1745,1771,1733.2,1764.2,1752.81,1401152,2.46E+14,832864,0.5944
16-04-2014,1764.2,1770,1777,1739.05,1750.6,1759.53,755630,1.33E+14,482296,0.6383
17-04-2014,1750.6,1750,1780.75,1745,1771.8,1770.04,585773,1.04E+14,317538,0.5421
21-04-2014,1771.8,1789.95,1793.3,1767.55,1774,1777.57,528899,9.40E+13,326374,0.6171
22-04-2014,1774,1771,1788,1766.15,1773.7,1779.66,558139,9.93E+13,393353,0.7048
23-04-2014,1773.7,1765,1786,1755.5,1765,1771.47,796649,1.41E+14,505945,0.6351
25-04-2014,1765,1752,1812,1749,1804.75,1782.53,666221,1.19E+14,397856,0.5972
28-04-2014,1804.75,1814,1838.8,1797.5,1825.25,1825.15,671657,1.23E+14,427346,0.6363
29-04-2014,1825.25,1827,1859,1807.7,1846.3,1844.35,807138,1.49E+14,520680,0.6451
30-04-2014,1846.3,1837.65,1858,1820,1832.15,1841.79,578935,1.07E+14,410925,0.7098
02-05-2014,1832.15,1830,1850,1820.1,1837.6,1838.84,380708,7.00E+13,207832,0.5459
05-05-2014,1837.6,1835,1847.65,1810.6,1820,1835.75,420001,7.71E+13,286128,0.6813
06-05-2014,1820,1810.2,1822,1782.4,1801.4,1801.72,424676,7.65E+13,266349,0.6272
07-05-2014,1801.4,1798,1805,1726.65,1736.45,1758.24,715471,1.26E+14,440155,0.6152
08-05-2014,1736.45,1733,1760,1726.65,1745.3,1745.27,524352,9.15E+13,315175,0.6011
09-05-2014,1745.3,1735,1783.9,1735,1776.45,1768.55,380176,6.72E+13,237121,0.6237
12-05-2014,1776.45,1779,1800,1766.1,1794.4,1786.48,637605,1.14E+14,447729,0.7022
13-05-2014,1794.4,1800,1834.5,1796.1,1822.55,1819.12,568173,1.03E+14,365623,0.6435
14-05-2014,1822.55,1830,1852,1800,1837.6,1830.61,650885,1.19E+14,307324,0.4722
15-05-2014,1837.6,1842.25,1873.1,1814.6,1830.25,1840.35,1087331,2.00E+14,681986,0.6272
16-05-2014,1830.25,1845,1860,1765.05,1822.55,1802.51,2474718,4.46E+14,1609674,0.6504
19-05-2014,1822.55,1836,1836,1730.65,1738.75,1782.93,5261837,9.38E+14,2723581,0.5176
20-05-2014,1738.75,1740,1804.55,1730,1771.05,1765.18,873333,1.54E+14,554727,0.6352
21-05-2014,1771.05,1771,1783.7,1735,1746.5,1755.59,1022577,1.80E+14,791722,0.7742
22-05-2014,1746.5,1745,1764.7,1740.05,1747.85,1753.04,584995,1.03E+14,408836,0.6989
23-05-2014,1747.85,1751,1806,1738,1786.35,1778.39,816566,1.45E+14,640381,0.7842
26-05-2014,1786.35,1800,1828.5,1780,1805.4,1804.74,570686,1.03E+14,326745,0.5725
27-05-2014,1805.4,1790.2,1862,1790.2,1854.45,1837.38,1100113,2.02E+14,666297,0.6057
28-05-2014,1854.45,1847.1,1896.9,1847.1,1886.85,1881.54,1019543,1.92E+14,542265,0.5319
29-05-2014,1886.85,1890,1904,1858.4,1877.75,1886.22,1527361,2.88E+14,815689,0.5341
30-05-2014,1877.75,1869.1,1939,1869.1,1923,1915.76,1395177,2.67E+14,951890,0.6823
02-06-2014,1923,1931.25,1938,1880.25,1895.9,1910.6,537975,1.03E+14,284837,0.5295
03-06-2014,1895.9,1892,1914.25,1886.85,1901.2,1899.44,638179,1.21E+14,457637,0.7171
04-06-2014,1901.2,1899,1943.2,1880.9,1886.1,1889.24,1625196,3.07E+14,1025858,0.6312
05-06-2014,1886.1,1868.1,1921,1868.1,1904.4,1889.05,641856,1.21E+14,394304,0.6143
06-06-2014,1904.4,1914,1923,1879,1910.15,1902.77,496002,9.44E+13,259770,0.5237
09-06-2014,1910.15,1895,1989.15,1895,1955.75,1962.82,877881,1.72E+14,551860,0.6286
10-06-2014,1955.75,1968,2025,1961.2,2004.15,2003.68,1331094,2.67E+14,774772,0.5821
11-06-2014,2004.15,2013,2048.2,2010.7,2019.05,2030.22,1070625,2.17E+14,635418,0.5935
12-06-2014,2019.05,2024,2030,1990,1998.8,2007.26,743879,1.49E+14,513503,0.6903
13-06-2014,1998.8,1990,2029.2,1981.95,2021.35,2017.58,529331,1.07E+14,306086,0.5783
16-06-2014,2021.35,2020.9,2045,2001,2022.65,2027.95,729882,1.48E+14,453136,0.6208
17-06-2014,2022.65,2030,2043.55,2013,2027.05,2030.04,370076,7.51E+13,218260,0.5898
18-06-2014,2027.05,2022,2037,2003.75,2011.85,2016.03,315822,6.37E+13,163185,0.5167
19-06-2014,2011.85,2015.7,2049.65,2002.15,2030.55,2032.73,567105,1.15E+14,298410,0.5262
20-06-2014,2030.55,2012,2045,1988.85,2009.05,2022.09,361694,7.31E+13,194421,0.5375
23-06-2014,2009.05,2010,2018.65,1992.6,2002.55,2003.24,267754,5.36E+13,169756,0.634
24-06-2014,2002.55,2006,2007,1987.15,1994.55,1996.93,237858,4.75E+13,147916,0.6219
