Date,Prev_Close,Open,High,Low,Close,VWAP,Volume,Turnover,Deliverable_Volume,Perc_Deliverable
01-01-2009,247.45,247.45,265.9,247.45,261.25,257.38,109104,2.81E+12,42148,0.3863
02-01-2009,261.25,269,279,264.05,273.9,272.31,139279,3.79E+12,47006,0.3375
05-01-2009,273.9,277.9,289,277.9,283.9,285.44,189621,5.41E+12,90089,0.4751
06-01-2009,283.9,280,340,280,294.3,304.04,1171513,3.56E+13,232762,0.1987
07-01-2009,294.3,300,301.15,246,252,277.31,425970,1.18E+13,115307,0.2707
09-01-2009,252,250,263.8,235,249.85,248.76,169670,4.22E+12,66384,0.3913
12-01-2009,249.85,252,258.95,244,246.05,249.74,85398,2.13E+12,23707,0.2776
13-01-2009,246.05,248.9,248.9,230.1,233.4,238.54,153831,3.67E+12,70145,0.456
14-01-2009,233.4,237.5,247,233,235.8,240.2,116473,2.80E+12,41923,0.3599
15-01-2009,235.8,228,250,211.05,241.65,237.2,163922,3.89E+12,37029,0.2259
16-01-2009,241.65,242.5,248.95,238.2,240.35,241.84,58424,1.41E+12,15125,0.2589
19-01-2009,240.35,247.9,247.9,236,239.8,241.42,31644,7.64E+11,12028,0.3801
20-01-2009,239.8,235,243,230.55,236.7,239.09,55519,1.33E+12,21340,0.3844
21-01-2009,236.7,231.5,240.9,224.1,226.7,233.31,52481,1.22E+12,23999,0.4573
22-01-2009,226.7,231,238.35,217.65,229.4,222.51,235834,5.25E+12,177100,0.751
23-01-2009,229.4,226.2,229,205,209.3,216.03,116017,2.51E+12,53467,0.4609
27-01-2009,209.3,229.9,229.9,208,215.75,217.97,103323,2.25E+12,45724,0.4425
28-01-2009,215.75,218,225.05,218,224.15,222.65,111791,2.49E+12,82895,0.7415
29-01-2009,224.15,227,235,223.1,230.35,227.94,166349,3.79E+12,108033,0.6494
30-01-2009,230.35,228.8,240,225,237.9,235.26,131764,3.10E+12,66736,0.5065
02-02-2009,237.9,240,244,232.7,235.45,238.52,65023,1.55E+12,23212,0.357
03-02-2009,235.45,244,244,230.1,232.4,236.9,82571,1.96E+12,30467,0.369
04-02-2009,232.4,233,241.8,230,231.25,235.47,60403,1.42E+12,23481,0.3887
05-02-2009,231.25,233,234.15,222.1,225.25,226.27,41477,9.39E+11,21570,0.52
06-02-2009,225.25,225.5,233.6,225.5,232,230.71,119932,2.77E+12,85337,0.7115
09-02-2009,232,233,239.95,231.95,234.7,236.06,45748,1.08E+12,11489,0.2511
10-02-2009,234.7,235.1,239.45,235,236.8,237.54,32226,7.65E+11,12130,0.3764
11-02-2009,236.8,233,237,231.55,233.45,233.83,17311,4.05E+11,6945,0.4012
12-02-2009,233.45,231.9,250,230,244.6,242.93,236101,5.74E+12,43722,0.1852
13-02-2009,244.6,247.4,254,245.1,249.55,250.73,173582,4.35E+12,65784,0.379
16-02-2009,249.55,250,251,240,245.4,245.74,115123,2.83E+12,67551,0.5868
17-02-2009,245.4,238.5,243,235.05,237.45,239.49,80199,1.92E+12,51916,0.6473
18-02-2009,237.45,232.9,244,232,238.8,239.23,68576,1.64E+12,30094,0.4388
19-02-2009,238.8,236,273.8,234,266.65,262.59,513939,1.35E+13,99614,0.1938
20-02-2009,266.65,215.25,274.7,215.25,269.85,265.09,1081811,2.87E+13,109512,0.1012
24-02-2009,269.85,265,275.8,258,271.45,266.74,339967,9.07E+12,61310,0.1803
25-02-2009,271.45,278.75,285,271.15,275.8,280.12,398203,1.12E+13,84925,0.2133
26-02-2009,275.8,273.8,288,255.6,257.95,267.33,302429,8.08E+12,76207,0.252
27-02-2009,257.95,254,259,245.45,248.65,251.02,142923,3.59E+12,41440,0.2899
02-03-2009,248.65,244,256.9,240.4,245.65,249.53,112013,2.80E+12,21872,0.1953
03-03-2009,245.65,246.1,248.3,240.6,244.85,245.71,107658,2.65E+12,40693,0.378
04-03-2009,244.85,244.9,253.2,244.9,250.75,249.28,74691,1.86E+12,27649,0.3702
05-03-2009,250.75,252,257.85,243.15,247.55,251.28,84719,2.13E+12,28418,0.3354
06-03-2009,247.55,244,257,244,254.25,251.33,73525,1.85E+12,25601,0.3482
09-03-2009,254.25,252.9,265.95,248.3,262.95,258.9,96319,2.49E+12,19447,0.2019
12-03-2009,262.95,268,286.4,258,263.9,268.97,245002,6.59E+12,35528,0.145
13-03-2009,263.9,268,270.95,254.05,255.75,260.56,182484,4.75E+12,46362,0.2541
16-03-2009,255.75,258,258.8,252.1,255.25,255.16,100147,2.56E+12,32793,0.3274
17-03-2009,255.25,257,271,256.1,264.95,265.33,197319,5.24E+12,65074,0.3298
18-03-2009,264.95,270,277.9,264.1,266.1,271.41,183194,4.97E+12,60034,0.3277
19-03-2009,266.1,269.5,292.3,268.2,273.35,277.71,511236,1.42E+13,143220,0.2801
20-03-2009,273.35,271.95,285.4,271.95,275.85,280.45,332145,9.32E+12,36643,0.1103
23-03-2009,275.85,280,284.4,275.1,277.45,278.91,137162,3.83E+12,39106,0.2851
24-03-2009,277.45,280,294.6,269,274.2,285.87,725957,2.08E+13,114901,0.1583
25-03-2009,274.2,270,282,267,271.4,274.23,199145,5.46E+12,35880,0.1802
26-03-2009,271.4,270.05,277.85,266.15,268.5,271.34,183467,4.98E+12,70271,0.383
27-03-2009,268.5,272.95,279,268.65,275.5,273.48,199237,5.45E+12,81886,0.411
30-03-2009,275.5,250,276.1,250,261.5,266.77,139493,3.72E+12,67734,0.4856
31-03-2009,261.5,263.4,269.95,257.05,265.1,265.74,96422,2.56E+12,40418,0.4192
01-04-2009,265.1,266,280.3,266,272.4,274.84,214378,5.89E+12,30718,0.1433
02-04-2009,272.4,274,287.3,274,280.9,282.54,256013,7.23E+12,77933,0.3044
06-04-2009,280.9,283.25,314.5,283.25,309.2,301.93,689517,2.08E+13,183559,0.2662
08-04-2009,309.2,304.2,320.95,300,316.3,314.52,754344,2.37E+13,200082,0.2652
09-04-2009,316.3,324.8,341.9,314.1,320.35,329.43,566871,1.87E+13,123425,0.2177
13-04-2009,320.35,324.85,410,298,358.35,365.45,9673926,3.54E+14,940400,0.0972
15-04-2009,358.35,358,385,326.3,368.4,366.97,4136022,1.52E+14,496446,0.12
16-04-2009,368.4,372.1,376.85,345.9,350.8,366.06,1456355,5.33E+13,217147,0.1491
17-04-2009,350.8,358.65,359,328.25,334.8,347.59,1207468,4.20E+13,203173,0.1683
20-04-2009,334.8,331.9,345,324,333.65,335.71,903828,3.03E+13,110824,0.1226
21-04-2009,333.65,305.7,334,305.7,318.1,321.59,927111,2.98E+13,276751,0.2985
22-04-2009,318.1,318.1,325,302.1,306.2,314.56,757495,2.38E+13,160073,0.2113
23-04-2009,306.2,309,336,297.1,332.65,322.23,1651649,5.32E+13,231852,0.1404
24-04-2009,332.65,334.6,345.5,327.15,339.75,335.47,942219,3.16E+13,201825,0.2142
27-04-2009,339.75,335.4,344,323,328.55,336.24,450579,1.52E+13,115627,0.2566
28-04-2009,328.55,330.1,346.5,315,317.65,332.26,883861,2.94E+13,122102,0.1381
29-04-2009,317.65,319,331.9,315,327.9,323.8,710916,2.30E+13,189346,0.2663
04-05-2009,327.9,321.3,351,321.3,335.25,334.25,1599473,5.35E+13,816493,0.5105
05-05-2009,335.25,338.25,352.25,329.1,332.65,341.25,1280882,4.37E+13,389303,0.3039
06-05-2009,332.65,335,344.3,328.2,331.2,337.74,744624,2.51E+13,186216,0.2501
07-05-2009,331.2,332.1,347.4,332.1,344.35,341.28,774775,2.64E+13,236561,0.3053
08-05-2009,344.35,344.95,360,341.5,353.1,351.97,1337196,4.71E+13,246620,0.1844
11-05-2009,353.1,354,363.85,344.15,350.05,353.35,787568,2.78E+13,111416,0.1415
12-05-2009,350.05,349.4,362,343.2,357.3,354.5,782858,2.78E+13,196447,0.2509
13-05-2009,357.3,363.6,372.9,359,362.2,366.72,1050169,3.85E+13,303877,0.2894
14-05-2009,362.2,357.85,367,347,361.4,360.44,294222,1.06E+13,56791,0.193
15-05-2009,361.4,365,372,360,362.5,366.48,383842,1.41E+13,95272,0.2482
18-05-2009,362.5,375,395,370,391.7,390.54,2403,93846220000,2401,0.9992
19-05-2009,391.7,402.35,414.4,358.1,364.75,380.91,633666,2.41E+13,249931,0.3944
20-05-2009,364.75,366,389.9,360,384.65,378.56,597524,2.26E+13,123317,0.2064
21-05-2009,384.65,387.6,436,387.6,416.7,415.66,1599635,6.65E+13,288837,0.1806
22-05-2009,416.7,420,491,416,474.7,460.61,3181883,1.47E+14,470599,0.1479
25-05-2009,474.7,485,503,462.1,482.25,486.8,1528673,7.44E+13,220486,0.1442
26-05-2009,482.25,481.8,490,428.5,439.5,454.81,1092557,4.97E+13,342257,0.3133
27-05-2009,439.5,456.6,484.9,452,480.9,474.52,1229173,5.83E+13,419184,0.341
28-05-2009,480.9,479,488,460,463.65,469.85,555605,2.61E+13,171714,0.3091
29-05-2009,463.65,472,487.3,470,473.65,478.42,509074,2.44E+13,117231,0.2303
01-06-2009,473.65,480.2,528.85,474,522.85,506.04,1788442,9.05E+13,428400,0.2395
02-06-2009,522.85,527.85,574,515,559.1,552.57,2156552,1.19E+14,502135,0.2328
03-06-2009,559.1,569.1,678.9,565,657.8,627.46,3849048,2.42E+14,445451,0.1157
04-06-2009,657.8,650,718,641.1,668.15,684,3095157,2.12E+14,397071,0.1283
05-06-2009,668.15,691.7,691.7,630.1,637.4,660.19,1067462,7.05E+13,174932,0.1639
08-06-2009,637.4,645,665,575.5,592.3,619.96,966982,5.99E+13,320662,0.3316
09-06-2009,592.3,589.7,757.9,570,744,696.24,6369984,4.44E+14,1047500,0.1644
10-06-2009,744,755,860,755,782.8,816.73,9930303,8.11E+14,1070681,0.1078
11-06-2009,782.8,806.2,818.7,755,773.95,785.85,3496730,2.75E+14,305219,0.0873
12-06-2009,773.95,775.85,799,715,721.3,741.82,2208013,1.64E+14,241008,0.1092
15-06-2009,721.3,710,744,681.5,699.45,716.55,1908236,1.37E+14,210977,0.1106
16-06-2009,699.45,699.8,803,650,789.55,756.62,4294318,3.25E+14,621776,0.1448
17-06-2009,789.55,801.3,818,734,755.65,785.7,4547883,3.57E+14,630415,0.1386
18-06-2009,755.65,745,795,735,783.9,767.59,4071552,3.13E+14,394688,0.0969
19-06-2009,783.9,791,803.8,727.35,761.1,766.34,3294148,2.52E+14,317766,0.0965
22-06-2009,761.1,765,783.2,735,741.15,758.44,1582915,1.20E+14,170822,0.1079
23-06-2009,741.15,750,769.05,705.2,747.35,747.63,2551939,1.91E+14,404234,0.1584
24-06-2009,747.35,787.7,787.7,746.6,760.85,762.11,1383978,1.05E+14,193796,0.14
25-06-2009,760.85,762,774.5,736.8,743.9,756.24,1074960,8.13E+13,291282,0.271
26-06-2009,743.9,759.65,761,713.2,740.1,740.79,1611901,1.19E+14,185877,0.1153
29-06-2009,740.1,748.95,759.2,735,742.15,748.62,844080,6.32E+13,124581,0.1476
30-06-2009,742.15,749.95,772.8,727,732.1,753.91,1648053,1.24E+14,208024,0.1262
01-07-2009,732.1,743.65,757,722.1,747.55,740.91,906328,6.72E+13,100506,0.1109
02-07-2009,747.55,755,779,742.45,770.55,762.6,1997687,1.52E+14,199277,0.0998
03-07-2009,770.55,760,770,745.15,752.1,760.4,805514,6.13E+13,124498,0.1546
06-07-2009,752.1,741,759,684.9,695.9,723.83,775542,5.61E+13,165211,0.213
07-07-2009,695.9,681.1,716,681.1,706.85,705.02,527601,3.72E+13,78480,0.1487
08-07-2009,706.85,690.25,719.9,663,685.8,692.44,1131751,7.84E+13,136107,0.1203
09-07-2009,685.8,698,707.9,675,695.45,697.71,679154,4.74E+13,82417,0.1214
10-07-2009,695.45,714.4,727.7,628.5,653.8,702.65,1216091,8.54E+13,151704,0.1247
13-07-2009,653.8,668.9,679,641,655.1,654.57,819469,5.36E+13,131954,0.161
14-07-2009,655.1,684.95,709.5,665,702.9,689.69,1036046,7.15E+13,167590,0.1618
15-07-2009,702.9,708.1,720,688,697.95,703.21,1247863,8.78E+13,333941,0.2676
16-07-2009,697.95,709.7,732.8,698,705.75,714.38,1647362,1.18E+14,289822,0.1759
17-07-2009,705.75,716.75,746.1,710,734.25,724.72,1833038,1.33E+14,235138,0.1283
20-07-2009,734.25,748,814.3,735.5,802.7,781.51,3630587,2.84E+14,427857,0.1178
21-07-2009,802.7,815,839,788.05,812.2,814.89,3540201,2.88E+14,443361,0.1252
22-07-2009,812.2,810,814.9,763,770.35,792.93,2086286,1.65E+14,365157,0.175
23-07-2009,770.35,734.2,796,734.2,784.45,774.5,3716147,2.88E+14,335605,0.0903
24-07-2009,784.45,819.85,819.85,784.45,795.5,800.67,1649500,1.32E+14,247221,0.1499
27-07-2009,795.5,799,805,778,791,791.12,710108,5.62E+13,102428,0.1442
28-07-2009,791,794.8,829.7,788.05,806.2,811.8,1876065,1.52E+14,264997,0.1413
29-07-2009,806.2,790.1,823,781,812.15,806.67,1370178,1.11E+14,152883,0.1116
30-07-2009,812.15,800,855,800,848.2,832.38,2525218,2.10E+14,574627,0.2276
31-07-2009,848.2,865,873.7,836,848.15,856.7,1874157,1.61E+14,286477,0.1529
03-08-2009,848.15,850,862.4,838,850.15,847.66,782969,6.64E+13,83694,0.1069
04-08-2009,850.15,854.6,879.75,831.1,851.3,862.78,1870357,1.61E+14,304506,0.1628
05-08-2009,851.3,869.85,869.9,842.5,862.75,859.4,1356629,1.17E+14,135141,0.0996
06-08-2009,862.75,836.1,861.9,811.4,827.2,840.02,961261,8.07E+13,256783,0.2671
07-08-2009,827.2,825,825,760.55,767.25,788.98,1259371,9.94E+13,371469,0.295
10-08-2009,767.25,780,802.85,770.1,782.05,787.4,1427186,1.12E+14,148699,0.1042
11-08-2009,782.05,768,847,768,832.9,821.87,2109729,1.73E+14,354350,0.168
12-08-2009,832.9,826,844.7,800,838.25,821.98,1400714,1.15E+14,137997,0.0985
13-08-2009,838.25,852.1,862.6,842.55,856.4,853.18,940057,8.02E+13,122847,0.1307
14-08-2009,856.4,859,862,839,844.25,849.81,689661,5.86E+13,74107,0.1075
17-08-2009,844.25,837.3,849.35,800,805.65,827.67,795515,6.58E+13,118013,0.1483
18-08-2009,805.65,800,845.75,800,840.45,827.46,825354,6.83E+13,103822,0.1258
19-08-2009,840.45,840,854.5,812.25,819.1,832.78,867855,7.23E+13,76756,0.0884
20-08-2009,819.1,826.25,846,822.3,831.65,835.16,582065,4.86E+13,69014,0.1186
21-08-2009,831.65,832,834,809,818.35,819.85,852739,6.99E+13,289030,0.3389
24-08-2009,818.35,839.9,852,828.6,844.3,841.85,859500,7.24E+13,124058,0.1443
25-08-2009,844.3,840,895,832.3,891,873.7,2787261,2.44E+14,489110,0.1755
26-08-2009,891,901,935,893,921.25,914.33,2125491,1.94E+14,320373,0.1507
27-08-2009,921.25,916.15,924.4,902.2,917.9,915.91,1206320,1.10E+14,170181,0.1411
28-08-2009,917.9,920,927.2,894,916,912.58,913977,8.34E+13,110100,0.1205
31-08-2009,916,915,959.7,903.5,948.85,939.72,1724861,1.62E+14,232153,0.1346
01-09-2009,948.85,955,1008,944,971.9,981.53,2408475,2.36E+14,230796,0.0958
02-09-2009,971.9,962.1,982.2,946.8,958.5,962.82,1479445,1.42E+14,173772,0.1175
03-09-2009,958.5,972,972,936,944.3,955.1,781026,7.46E+13,124094,0.1589
04-09-2009,944.3,948,962,926,954.05,944.07,762402,7.20E+13,64349,0.0844
07-09-2009,954.05,966,978,956.8,969.15,970.17,1075994,1.04E+14,143833,0.1337
08-09-2009,969.15,989.95,1022,950,956.6,976.9,1438660,1.41E+14,307626,0.2138
09-09-2009,956.6,956,965.85,940.5,948.75,952.56,593558,5.65E+13,78650,0.1325
10-09-2009,948.75,956.1,966,902,910.75,926.99,1049059,9.72E+13,226009,0.2154
11-09-2009,910.75,925,925,876,885.35,891.14,1397775,1.25E+14,497300,0.3558
14-09-2009,885.35,886.05,905,865.5,895.8,891.69,967461,8.63E+13,126743,0.131
15-09-2009,895.8,902,912.95,890.2,902,903.59,623074,5.63E+13,105446,0.1692
16-09-2009,902,910.1,917.7,904,911.1,910.75,511650,4.66E+13,138137,0.27
17-09-2009,911.1,917.8,927.95,902.95,910.45,915.47,701436,6.42E+13,221352,0.3156
18-09-2009,910.45,909,918,901,904.85,907.43,449667,4.08E+13,148205,0.3296
22-09-2009,904.85,908,921.6,901.75,911.1,911.81,510019,4.65E+13,138331,0.2712
23-09-2009,911.1,912.1,915.6,896.4,902.2,903.85,485379,4.39E+13,201667,0.4155
24-09-2009,902.2,895,900,883.9,893.2,892.96,589549,5.26E+13,226493,0.3842
25-09-2009,893.2,893.2,944.95,888.05,934.7,925.07,1459936,1.35E+14,275973,0.189
29-09-2009,934.7,940,949.7,922.5,926.4,930.83,663384,6.17E+13,225619,0.3401
30-09-2009,926.4,931,946.9,928,936.15,937.64,792645,7.43E+13,237783,0.3
01-10-2009,936.15,930,958.75,930,946,949.27,853020,8.10E+13,172795,0.2026
05-10-2009,946,939,956.4,925,938.15,944.57,598026,5.65E+13,185301,0.3099
06-10-2009,938.15,957,957,920,934.6,931.12,421380,3.92E+13,105120,0.2495
07-10-2009,934.6,940,940,910.25,919.65,918.9,637901,5.86E+13,289366,0.4536
08-10-2009,919.65,925,926.85,901.15,907.75,910.35,326606,2.97E+13,71393,0.2186
09-10-2009,907.75,912,932.45,905.05,919.35,920.91,512430,4.72E+13,216593,0.4227
12-10-2009,919.35,915,932.9,914,924.6,925.82,252871,2.34E+13,53322,0.2109
14-10-2009,924.6,942,943.25,925,933.55,934.97,336600,3.15E+13,101381,0.3012
15-10-2009,933.55,941.9,947,918.7,929.25,933.29,581677,5.43E+13,111920,0.1924
16-10-2009,929.25,934,953.15,926,950,942.87,534178,5.04E+13,129162,0.2418
17-10-2009,950,921,958.9,921,940.75,944.04,75529,7.13E+12,25665,0.3398
20-10-2009,940.75,943,960.5,935.05,941.6,950.71,591465,5.62E+13,73389,0.1241
21-10-2009,941.6,950,959,938,943.3,947.34,665491,6.30E+13,169030,0.254
22-10-2009,943.3,942,949.45,935,938.7,939.81,371970,3.50E+13,193122,0.5192
23-10-2009,938.7,949.05,950,935.3,939.05,941.57,223875,2.11E+13,61109,0.273
26-10-2009,939.05,942,946.7,928,939.35,938,254792,2.39E+13,102061,0.4006
27-10-2009,939.35,935,953.8,930.05,936.05,939.01,483835,4.54E+13,200488,0.4144
28-10-2009,936.05,930.5,947.3,912.5,943.05,932.98,234563,2.19E+13,70788,0.3018
29-10-2009,943.05,937,940.65,915.55,929.1,930.53,449623,4.18E+13,238542,0.5305
30-10-2009,929.1,944,956,916,934.35,938.65,479455,4.50E+13,188547,0.3933
03-11-2009,934.35,929,934.95,887,896.65,917.22,315623,2.89E+13,129494,0.4103
04-11-2009,896.65,900,925.8,873,917.9,897.9,303078,2.72E+13,57530,0.1898
05-11-2009,917.9,914.6,934.95,897.1,930.4,914.73,188362,1.72E+13,36930,0.1961
06-11-2009,930.4,918.4,944,906,934.05,936.54,123791,1.16E+13,42229,0.3411
09-11-2009,934.05,940,1037.55,930,1029.5,1001.6,1717479,1.72E+14,438494,0.2553
10-11-2009,1029.5,1042,1049,988.15,999.6,1023.3,1107454,1.13E+14,204575,0.1847
11-11-2009,999.6,1000,1064,990,1054.25,1039.15,1110930,1.15E+14,233628,0.2103
12-11-2009,1054.25,1079,1079,1003.4,1048.65,1052.16,685836,7.22E+13,52269,0.0762
13-11-2009,1048.65,1023,1056.55,996.65,1002,1017.92,546198,5.56E+13,110640,0.2026
16-11-2009,1002,1009,1019,992.2,1005.5,1005.65,598460,6.02E+13,63987,0.1069
17-11-2009,1005.5,1010,1029.9,1004.05,1020.35,1019.61,399474,4.07E+13,56267,0.1409
18-11-2009,1020.35,1014,1040.9,1006.25,1016.5,1026.17,288314,2.96E+13,43978,0.1525
19-11-2009,1016.5,1006,1018.9,965.15,974.05,989.47,391679,3.88E+13,91628,0.2339
20-11-2009,974.05,970,992.95,927.4,984,973.84,305016,2.97E+13,32029,0.105
23-11-2009,984,981.2,998.5,977.1,986.55,987.92,248518,2.46E+13,61091,0.2458
24-11-2009,986.55,972,994,965.6,971.95,976.51,297083,2.90E+13,114446,0.3852
25-11-2009,971.95,970,978.7,904,924.05,932.65,930372,8.68E+13,201209,0.2163
26-11-2009,924.05,912,934.4,881.3,909.25,911.48,1831729,1.67E+14,230727,0.126
27-11-2009,909.25,892.9,924.95,880.5,916.55,905.63,938846,8.50E+13,121483,0.1294
30-11-2009,916.55,936.9,936.9,911.2,928.65,925.08,368641,3.41E+13,80255,0.2177
01-12-2009,928.65,935,947.1,926.7,938.3,938.9,215274,2.02E+13,45699,0.2123
02-12-2009,938.3,948,969,924,929.05,938.16,264405,2.48E+13,72696,0.2749
03-12-2009,929.05,935,971.7,935,958.3,958.5,586530,5.62E+13,132646,0.2262
04-12-2009,958.3,956,983.1,955.2,968.05,972.5,445238,4.33E+13,50939,0.1144
07-12-2009,968.05,979.9,990,969.5,978.5,981.28,413747,4.06E+13,111105,0.2685
08-12-2009,978.5,970.35,996.2,963.35,989.3,979.14,310277,3.04E+13,77615,0.2501
09-12-2009,989.3,985.1,1014.9,982.85,995.65,1003.08,409906,4.11E+13,91698,0.2237
10-12-2009,995.65,1014.2,1036.8,1005,1017.5,1024.5,535823,5.49E+13,90555,0.169
11-12-2009,1017.5,1020,1027.55,995.2,1002,1011.08,180893,1.83E+13,26131,0.1445
14-12-2009,1002,1002,1014.7,986.05,1003.2,1003.43,255093,2.56E+13,65969,0.2586
15-12-2009,1003.2,995.15,1010.2,981.15,988.65,997.58,190439,1.90E+13,58164,0.3054
16-12-2009,988.65,990,999,982.65,991.75,991.55,132667,1.32E+13,26584,0.2004
17-12-2009,991.75,996.1,1014,988,1005.95,1006.63,230811,2.32E+13,42660,0.1848
18-12-2009,1005.95,1148.7,1148.7,986.4,992,1003.83,188704,1.89E+13,51358,0.2722
21-12-2009,992,1010,1010,991,996.15,997.65,159083,1.59E+13,55293,0.3476
22-12-2009,996.15,1000,1005,990,994.35,997.23,93139,9.29E+12,12312,0.1322
23-12-2009,994.35,997,1016.05,992.3,1008.85,1007.95,238739,2.41E+13,47622,0.1995
24-12-2009,1008.85,1015.1,1020.75,997.45,1002.85,1010.94,191956,1.94E+13,32032,0.1669
29-12-2009,1002.85,1010,1013.65,996.1,998.6,1002.53,77948,7.81E+12,14310,0.1836
30-12-2009,998.6,1000,1009.8,985,990.6,997.56,182631,1.82E+13,99626,0.5455
31-12-2009,990.6,985,1010,985,991.2,994.04,210977,2.10E+13,50260,0.2382
04-01-2010,991.2,996.8,1033,992,1023,1015.28,317189,3.22E+13,88318,0.2784
05-01-2010,1023,1034,1052,1029.1,1036.1,1041.87,426652,4.45E+13,106229,0.249
06-01-2010,1036.1,1034.2,1049,1031.75,1041.2,1040.82,210090,2.19E+13,43970,0.2093
07-01-2010,1041.2,1043,1045,1009.95,1018.3,1023.94,183747,1.88E+13,37446,0.2038
08-01-2010,1018.3,1018,1052.8,1010.1,1045.1,1035.59,520240,5.39E+13,134488,0.2585
11-01-2010,1045.1,1050,1064.7,1032.1,1038.5,1051.58,329930,3.47E+13,93895,0.2846
12-01-2010,1038.5,1049,1063.9,1040,1045.55,1053.73,328778,3.46E+13,78576,0.239
13-01-2010,1045.55,1035,1090.95,1030,1087.1,1069.47,727612,7.78E+13,142239,0.1955
14-01-2010,1087.1,1104,1104,1071,1081.45,1084.32,340517,3.69E+13,40693,0.1195
15-01-2010,1081.45,1100,1144,1086,1137.15,1123.11,967714,1.09E+14,304616,0.3148
18-01-2010,1137.15,1131,1154,1125.8,1137.05,1140.03,302219,3.45E+13,73133,0.242
19-01-2010,1137.05,1076.5,1149.9,1076.5,1117.4,1125.68,157430,1.77E+13,26825,0.1704
20-01-2010,1117.4,1122,1144,1106.45,1120.1,1124.28,164357,1.85E+13,14188,0.0863
21-01-2010,1120.1,1115,1135,1081.35,1107.4,1113.25,196877,2.19E+13,36690,0.1864
22-01-2010,1107.4,1091,1158,1077.3,1137.65,1131.01,544092,6.15E+13,171690,0.3156
25-01-2010,1137.65,1130,1130,1025.6,1049.1,1048.06,1075580,1.13E+14,317005,0.2947
27-01-2010,1049.1,1040,1040,927.1,944.45,983.32,671501,6.60E+13,135862,0.2023
28-01-2010,944.45,958.5,1010.5,949,996.85,974.65,749301,7.30E+13,142733,0.1905
29-01-2010,996.85,976,993,937.7,972.5,962.83,328147,3.16E+13,55876,0.1703
01-02-2010,972.5,965,990.9,952.7,968.6,976.9,289706,2.83E+13,79096,0.273
02-02-2010,968.6,973.9,997.8,942.25,948.8,972.32,295905,2.88E+13,64784,0.2189
03-02-2010,948.8,970,986,959.25,963.9,971.67,321629,3.13E+13,107077,0.3329
04-02-2010,963.9,959.9,967.8,935.8,943.65,955.9,236002,2.26E+13,78164,0.3312
05-02-2010,943.65,930.1,955,906,936.7,929.91,213528,1.99E+13,39143,0.1833
06-02-2010,936.7,941,951,936,942.45,942.8,27121,2.56E+12,5050,0.1862
08-02-2010,942.45,945,961.25,925,943.05,943.71,156412,1.48E+13,19698,0.1259
09-02-2010,943.05,922.1,954.4,922.1,942,945.04,134805,1.27E+13,30446,0.2259
10-02-2010,942,948,964,928.15,932.95,950.7,147005,1.40E+13,19452,0.1323
11-02-2010,932.95,952,956.1,936,940.7,946.77,109290,1.03E+13,17769,0.1626
15-02-2010,940.7,942,956.2,940.1,947.95,949.28,98056,9.31E+12,12674,0.1293
16-02-2010,947.95,956,956,941,949.9,948,104088,9.87E+12,14103,0.1355
17-02-2010,949.9,958,971,954,959.8,963.02,206810,1.99E+13,30642,0.1482
18-02-2010,959.8,964.9,974.6,951.65,958.9,966.11,127291,1.23E+13,24334,0.1912
19-02-2010,958.9,953,956.65,932,940.15,946.42,110230,1.04E+13,23107,0.2096
22-02-2010,940.15,955.15,957.45,933.9,940.55,949.48,104530,9.92E+12,28171,0.2695
23-02-2010,940.55,931,937,920,928.5,930.62,122335,1.14E+13,24500,0.2003
24-02-2010,928.5,921.05,940.4,913.25,917.95,924.42,173981,1.61E+13,41993,0.2414
25-02-2010,917.95,922,931,898.35,907.45,913.45,219033,2.00E+13,102217,0.4667
26-02-2010,907.45,924.2,924.2,882.25,890.85,894.17,404739,3.62E+13,170973,0.4224
02-03-2010,890.85,901,907.3,890.6,897.15,898.05,206565,1.86E+13,57420,0.278
03-03-2010,897.15,904,912,899,909,907.75,133190,1.21E+13,53429,0.4011
04-03-2010,909,911.25,922.65,905,918.5,914.72,315465,2.89E+13,100011,0.317
05-03-2010,918.5,924.95,944.9,918.85,931.7,935.65,552560,5.17E+13,217322,0.3933
08-03-2010,931.7,949,958,909,911.6,919.44,412432,3.79E+13,209346,0.5076
09-03-2010,911.6,911,921.9,904,907.25,911.25,495487,4.52E+13,292750,0.5908
10-03-2010,907.25,907.6,920.9,888,899.35,907.31,276269,2.51E+13,129416,0.4684
11-03-2010,899.35,871,908.35,871,903.5,900.36,203485,1.83E+13,70932,0.3486
12-03-2010,903.5,905,916,900.4,907.05,907.8,251970,2.29E+13,107612,0.4271
15-03-2010,907.05,908,910,897.15,902.5,902.65,267912,2.42E+13,94066,0.3511
16-03-2010,902.5,905,919.5,905,913.45,915.28,194955,1.78E+13,59406,0.3047
17-03-2010,913.45,920,934.25,916.25,918.55,925.23,529406,4.90E+13,146833,0.2774
18-03-2010,918.55,925,925,905.05,906.75,910.14,385571,3.51E+13,227115,0.589
19-03-2010,906.75,912.15,917,903.35,906.45,908.33,225096,2.04E+13,102704,0.4563
22-03-2010,906.45,900,913.5,895,911.65,910.55,272409,2.48E+13,147727,0.5423
23-03-2010,911.65,914,918.2,903.6,910.15,911.69,152337,1.39E+13,50512,0.3316
25-03-2010,910.15,916.2,919.7,890.1,894.3,901.63,489614,4.41E+13,156421,0.3195
